School,Year,Level,Size
Bluefield Family of Schools,Bluefield High,2014,Grade 9,0
Bluefield Family of Schools,Bluefield High,2014,Grade 10,256
Bluefield Family of Schools,Bluefield High,2014,Grade 11,229
Bluefield Family of Schools,Bluefield High,2014,Grade 12,250
Bluefield Family of Schools,Bluefield High,2015,K,0
Bluefield Family of Schools,Bluefield High,2015,Grade 1,0
Bluefield Family of Schools,Bluefield High,2015,Grade 2,0
Bluefield Family of Schools,Bluefield High,2015,Grade 3,0
Bluefield Family of Schools,Bluefield High,2015,Grade 4,0
Bluefield Family of Schools,Bluefield High,2015,Grade 5,0
Bluefield Family of Schools,Bluefield High,2015,Grade 6,0
Bluefield Family of Schools,Bluefield High,2015,Grade 7,0
Bluefield Family of Schools,Bluefield High,2015,Grade 8,0
Bluefield Family of Schools,Bluefield High,2015,Grade 9,0
Bluefield Family of Schools,Bluefield High,2015,Grade 10,223
Bluefield Family of Schools,Bluefield High,2015,Grade 11,218
Bluefield Family of Schools,Bluefield High,2015,Grade 12,220
Bluefield Family of Schools,Central Queens Elementary,1999,K,0
Bluefield Family of Schools,Central Queens Elementary,1999,Grade 1,36
Bluefield Family of Schools,Central Queens Elementary,1999,Grade 2,43
Bluefield Family of Schools,Central Queens Elementary,1999,Grade 3,49
Bluefield Family of Schools,Central Queens Elementary,1999,Grade 4,56
Bluefield Family of Schools,Central Queens Elementary,1999,Grade 5,55
Bluefield Family of Schools,Central Queens Elementary,1999,Grade 6,49
Bluefield Family of Schools,Central Queens Elementary,1999,Grade 7,0
Bluefield Family of Schools,Central Queens Elementary,1999,Grade 8,0
Bluefield Family of Schools,Central Queens Elementary,1999,Grade 9,0
Bluefield Family of Schools,Central Queens Elementary,1999,Grade 10,0
Bluefield Family of Schools,Central Queens Elementary,1999,Grade 11,0
Bluefield Family of Schools,Central Queens Elementary,1999,Grade 12,0
Bluefield Family of Schools,Central Queens Elementary,2000,K,0
Bluefield Family of Schools,Central Queens Elementary,2000,Grade 1,34
Bluefield Family of Schools,Central Queens Elementary,2000,Grade 2,37
Bluefield Family of Schools,Central Queens Elementary,2000,Grade 3,44
Bluefield Family of Schools,Central Queens Elementary,2000,Grade 4,46
Bluefield Family of Schools,Central Queens Elementary,2000,Grade 5,57
Bluefield Family of Schools,Central Queens Elementary,2000,Grade 6,56
Bluefield Family of Schools,Central Queens Elementary,2000,Grade 7,0
Bluefield Family of Schools,Central Queens Elementary,2000,Grade 8,0
Bluefield Family of Schools,Central Queens Elementary,2000,Grade 9,0
Bluefield Family of Schools,Central Queens Elementary,2000,Grade 10,0
Bluefield Family of Schools,Central Queens Elementary,2000,Grade 11,0
Bluefield Family of Schools,Central Queens Elementary,2000,Grade 12,0
Bluefield Family of Schools,Central Queens Elementary,2001,K,0
Bluefield Family of Schools,Central Queens Elementary,2001,Grade 1,41
Bluefield Family of Schools,Central Queens Elementary,2001,Grade 2,32
Bluefield Family of Schools,Central Queens Elementary,2001,Grade 3,39
Bluefield Family of Schools,Central Queens Elementary,2001,Grade 4,46
Bluefield Family of Schools,Central Queens Elementary,2001,Grade 5,47
Bluefield Family of Schools,Central Queens Elementary,2001,Grade 6,59
Bluefield Family of Schools,Central Queens Elementary,2001,Grade 7,0
Bluefield Family of Schools,Central Queens Elementary,2001,Grade 8,0
Bluefield Family of Schools,Central Queens Elementary,2001,Grade 9,0
Bluefield Family of Schools,Central Queens Elementary,2001,Grade 10,0
Bluefield Family of Schools,Central Queens Elementary,2001,Grade 11,0
Bluefield Family of Schools,Central Queens Elementary,2001,Grade 12,0
Bluefield Family of Schools,Central Queens Elementary,2002,K,0
Bluefield Family of Schools,Central Queens Elementary,2002,Grade 1,37
Bluefield Family of Schools,Central Queens Elementary,2002,Grade 2,40
Bluefield Family of Schools,Central Queens Elementary,2002,Grade 3,34
Bluefield Family of Schools,Central Queens Elementary,2002,Grade 4,42
Bluefield Family of Schools,Central Queens Elementary,2002,Grade 5,45
Bluefield Family of Schools,Central Queens Elementary,2002,Grade 6,49
Bluefield Family of Schools,Central Queens Elementary,2002,Grade 7,0
Bluefield Family of Schools,Central Queens Elementary,2002,Grade 8,0
Bluefield Family of Schools,Central Queens Elementary,2002,Grade 9,0
Bluefield Family of Schools,Central Queens Elementary,2002,Grade 10,0
Bluefield Family of Schools,Central Queens Elementary,2002,Grade 11,0
Bluefield Family of Schools,Central Queens Elementary,2002,Grade 12,0
Bluefield Family of Schools,Central Queens Elementary,2003,K,0
Bluefield Family of Schools,Central Queens Elementary,2003,Grade 1,33
Bluefield Family of Schools,Central Queens Elementary,2003,Grade 2,31
Bluefield Family of Schools,Central Queens Elementary,2003,Grade 3,41
Bluefield Family of Schools,Central Queens Elementary,2003,Grade 4,38
Bluefield Family of Schools,Central Queens Elementary,2003,Grade 5,43
Bluefield Family of Schools,Central Queens Elementary,2003,Grade 6,44
Bluefield Family of Schools,Central Queens Elementary,2003,Grade 7,0
Bluefield Family of Schools,Central Queens Elementary,2003,Grade 8,0
Bluefield Family of Schools,Central Queens Elementary,2003,Grade 9,0
Bluefield Family of Schools,Central Queens Elementary,2003,Grade 10,0
Bluefield Family of Schools,Central Queens Elementary,2003,Grade 11,0
Bluefield Family of Schools,Central Queens Elementary,2003,Grade 12,0
Bluefield Family of Schools,Central Queens Elementary,2004,K,0
Bluefield Family of Schools,Central Queens Elementary,2004,Grade 1,30
Bluefield Family of Schools,Central Queens Elementary,2004,Grade 2,34
Bluefield Family of Schools,Central Queens Elementary,2004,Grade 3,32
Bluefield Family of Schools,Central Queens Elementary,2004,Grade 4,44
Bluefield Family of Schools,Central Queens Elementary,2004,Grade 5,38
Bluefield Family of Schools,Central Queens Elementary,2004,Grade 6,41
Bluefield Family of Schools,Central Queens Elementary,2004,Grade 7,0
Bluefield Family of Schools,Central Queens Elementary,2004,Grade 8,0
Bluefield Family of Schools,Central Queens Elementary,2004,Grade 9,0
Bluefield Family of Schools,Central Queens Elementary,2004,Grade 10,0
Bluefield Family of Schools,Central Queens Elementary,2004,Grade 11,0
Bluefield Family of Schools,Central Queens Elementary,2004,Grade 12,0
Bluefield Family of Schools,Central Queens Elementary,2005,K,0
Bluefield Family of Schools,Central Queens Elementary,2005,Grade 1,35
Bluefield Family of Schools,Central Queens Elementary,2005,Grade 2,30
Bluefield Family of Schools,Central Queens Elementary,2005,Grade 3,35
Bluefield Family of Schools,Central Queens Elementary,2005,Grade 4,32
Bluefield Family of Schools,Central Queens Elementary,2005,Grade 5,45
Bluefield Family of Schools,Central Queens Elementary,2005,Grade 6,37
Bluefield Family of Schools,Central Queens Elementary,2005,Grade 7,0
Bluefield Family of Schools,Central Queens Elementary,2005,Grade 8,0
Bluefield Family of Schools,Central Queens Elementary,2005,Grade 9,0
Bluefield Family of Schools,Central Queens Elementary,2005,Grade 10,0
Bluefield Family of Schools,Central Queens Elementary,2005,Grade 11,0
Bluefield Family of Schools,Central Queens Elementary,2005,Grade 12,0
Bluefield Family of Schools,Central Queens Elementary,2006,K,0
Bluefield Family of Schools,Central Queens Elementary,2006,Grade 1,28
Bluefield Family of Schools,Central Queens Elementary,2006,Grade 2,35
Bluefield Family of Schools,Central Queens Elementary,2006,Grade 3,29
Bluefield Family of Schools,Central Queens Elementary,2006,Grade 4,35
Bluefield Family of Schools,Central Queens Elementary,2006,Grade 5,30
Bluefield Family of Schools,Central Queens Elementary,2006,Grade 6,42
Bluefield Family of Schools,Central Queens Elementary,2006,Grade 7,0
Bluefield Family of Schools,Central Queens Elementary,2006,Grade 8,0
Bluefield Family of Schools,Central Queens Elementary,2006,Grade 9,0
Bluefield Family of Schools,Central Queens Elementary,2006,Grade 10,0
Bluefield Family of Schools,Central Queens Elementary,2006,Grade 11,0
Bluefield Family of Schools,Central Queens Elementary,2006,Grade 12,0
Bluefield Family of Schools,Central Queens Elementary,2007,K,0
Bluefield Family of Schools,Central Queens Elementary,2007,Grade 1,20
Bluefield Family of Schools,Central Queens Elementary,2007,Grade 2,29
Bluefield Family of Schools,Central Queens Elementary,2007,Grade 3,35
Bluefield Family of Schools,Central Queens Elementary,2007,Grade 4,29
Bluefield Family of Schools,Central Queens Elementary,2007,Grade 5,34
Bluefield Family of Schools,Central Queens Elementary,2007,Grade 6,34
Bluefield Family of Schools,Central Queens Elementary,2007,Grade 7,0
Bluefield Family of Schools,Central Queens Elementary,2007,Grade 8,0
Bluefield Family of Schools,Central Queens Elementary,2007,Grade 9,0
Bluefield Family of Schools,Central Queens Elementary,2007,Grade 10,0
Bluefield Family of Schools,Central Queens Elementary,2007,Grade 11,0
Bluefield Family of Schools,Central Queens Elementary,2007,Grade 12,0
Bluefield Family of Schools,Central Queens Elementary,2008,K,0
Bluefield Family of Schools,Central Queens Elementary,2008,Grade 1,35
Bluefield Family of Schools,Central Queens Elementary,2008,Grade 2,21
Bluefield Family of Schools,Central Queens Elementary,2008,Grade 3,30
Bluefield Family of Schools,Central Queens Elementary,2008,Grade 4,34
Bluefield Family of Schools,Central Queens Elementary,2008,Grade 5,27
Bluefield Family of Schools,Central Queens Elementary,2008,Grade 6,35
Bluefield Family of Schools,Central Queens Elementary,2008,Grade 7,0
Bluefield Family of Schools,Central Queens Elementary,2008,Grade 8,0
Bluefield Family of Schools,Central Queens Elementary,2008,Grade 9,0
Bluefield Family of Schools,Central Queens Elementary,2008,Grade 10,0
Bluefield Family of Schools,Central Queens Elementary,2008,Grade 11,0
Bluefield Family of Schools,Central Queens Elementary,2008,Grade 12,0
Bluefield Family of Schools,Central Queens Elementary,2009,K,0
Bluefield Family of Schools,Central Queens Elementary,2009,Grade 1,32
Bluefield Family of Schools,Central Queens Elementary,2009,Grade 2,36
Bluefield Family of Schools,Central Queens Elementary,2009,Grade 3,23
Bluefield Family of Schools,Central Queens Elementary,2009,Grade 4,29
Bluefield Family of Schools,Central Queens Elementary,2009,Grade 5,37
Bluefield Family of Schools,Central Queens Elementary,2009,Grade 6,27
Bluefield Family of Schools,Central Queens Elementary,2009,Grade 7,0
Bluefield Family of Schools,Central Queens Elementary,2009,Grade 8,0
Bluefield Family of Schools,Central Queens Elementary,2009,Grade 9,0
Bluefield Family of Schools,Central Queens Elementary,2009,Grade 10,0
Bluefield Family of Schools,Central Queens Elementary,2009,Grade 11,0
Bluefield Family of Schools,Central Queens Elementary,2009,Grade 12,0
Bluefield Family of Schools,Central Queens Elementary,2010,K,42
Bluefield Family of Schools,Central Queens Elementary,2010,Grade 1,44
Bluefield Family of Schools,Central Queens Elementary,2010,Grade 2,31
Bluefield Family of Schools,Central Queens Elementary,2010,Grade 3,34
Bluefield Family of Schools,Central Queens Elementary,2010,Grade 4,25
Bluefield Family of Schools,Central Queens Elementary,2010,Grade 5,30
Bluefield Family of Schools,Central Queens Elementary,2010,Grade 6,38
Bluefield Family of Schools,Central Queens Elementary,2010,Grade 7,0
Bluefield Family of Schools,Central Queens Elementary,2010,Grade 8,0
Bluefield Family of Schools,Central Queens Elementary,2010,Grade 9,0
Bluefield Family of Schools,Central Queens Elementary,2010,Grade 10,0
Bluefield Family of Schools,Central Queens Elementary,2010,Grade 11,0
Bluefield Family of Schools,Central Queens Elementary,2010,Grade 12,0
Bluefield Family of Schools,Central Queens Elementary,2011,K,30
Bluefield Family of Schools,Central Queens Elementary,2011,Grade 1,42
Bluefield Family of Schools,Central Queens Elementary,2011,Grade 2,44
Bluefield Family of Schools,Central Queens Elementary,2011,Grade 3,37
Bluefield Family of Schools,Central Queens Elementary,2011,Grade 4,33
Bluefield Family of Schools,Central Queens Elementary,2011,Grade 5,25
Bluefield Family of Schools,Central Queens Elementary,2011,Grade 6,28
Bluefield Family of Schools,Central Queens Elementary,2011,Grade 7,0
Bluefield Family of Schools,Central Queens Elementary,2011,Grade 8,0
Bluefield Family of Schools,Central Queens Elementary,2011,Grade 9,0
Bluefield Family of Schools,Central Queens Elementary,2011,Grade 10,0
Bluefield Family of Schools,Central Queens Elementary,2011,Grade 11,0
Bluefield Family of Schools,Central Queens Elementary,2011,Grade 12,0
Bluefield Family of Schools,Central Queens Elementary,2012,K,47
Bluefield Family of Schools,Central Queens Elementary,2012,Grade 1,30
Bluefield Family of Schools,Central Queens Elementary,2012,Grade 2,41
Bluefield Family of Schools,Central Queens Elementary,2012,Grade 3,45
Bluefield Family of Schools,Central Queens Elementary,2012,Grade 4,34
Bluefield Family of Schools,Central Queens Elementary,2012,Grade 5,31
Bluefield Family of Schools,Central Queens Elementary,2012,Grade 6,26
Bluefield Family of Schools,Central Queens Elementary,2012,Grade 7,0
Bluefield Family of Schools,Central Queens Elementary,2012,Grade 8,0
Bluefield Family of Schools,Central Queens Elementary,2012,Grade 9,0
Bluefield Family of Schools,Central Queens Elementary,2012,Grade 10,0
Bluefield Family of Schools,Central Queens Elementary,2012,Grade 11,0
Bluefield Family of Schools,Central Queens Elementary,2012,Grade 12,0
Bluefield Family of Schools,Central Queens Elementary,2013,K,32
Bluefield Family of Schools,Central Queens Elementary,2013,Grade 1,45
Bluefield Family of Schools,Central Queens Elementary,2013,Grade 2,30
Bluefield Family of Schools,Central Queens Elementary,2013,Grade 3,39
Bluefield Family of Schools,Central Queens Elementary,2013,Grade 4,45
Bluefield Family of Schools,Central Queens Elementary,2013,Grade 5,35
Bluefield Family of Schools,Central Queens Elementary,2013,Grade 6,32
Bluefield Family of Schools,Central Queens Elementary,2013,Grade 7,0
Bluefield Family of Schools,Central Queens Elementary,2013,Grade 8,0
Bluefield Family of Schools,Central Queens Elementary,2013,Grade 9,0
Bluefield Family of Schools,Central Queens Elementary,2013,Grade 10,0
Bluefield Family of Schools,Central Queens Elementary,2013,Grade 11,0
Bluefield Family of Schools,Central Queens Elementary,2013,Grade 12,0
Bluefield Family of Schools,Central Queens Elementary,2014,K,35
Bluefield Family of Schools,Central Queens Elementary,2014,Grade 1,31
Bluefield Family of Schools,Central Queens Elementary,2014,Grade 2,45
Bluefield Family of Schools,Central Queens Elementary,2014,Grade 3,28
Bluefield Family of Schools,Central Queens Elementary,2014,Grade 4,38
Bluefield Family of Schools,Central Queens Elementary,2014,Grade 5,44
Bluefield Family of Schools,Central Queens Elementary,2014,Grade 6,35
Bluefield Family of Schools,Central Queens Elementary,2014,Grade 7,0
Bluefield Family of Schools,Central Queens Elementary,2014,Grade 8,0
Bluefield Family of Schools,Central Queens Elementary,2014,Grade 9,0
Bluefield Family of Schools,Central Queens Elementary,2014,Grade 10,0
Bluefield Family of Schools,Central Queens Elementary,2014,Grade 11,0
Bluefield Family of Schools,Central Queens Elementary,2014,Grade 12,0
Bluefield Family of Schools,Central Queens Elementary,2015,K,29
Bluefield Family of Schools,Central Queens Elementary,2015,Grade 1,35
Bluefield Family of Schools,Central Queens Elementary,2015,Grade 2,30
Bluefield Family of Schools,Central Queens Elementary,2015,Grade 3,44
Bluefield Family of Schools,Central Queens Elementary,2015,Grade 4,27
Bluefield Family of Schools,Central Queens Elementary,2015,Grade 5,40
Bluefield Family of Schools,Central Queens Elementary,2015,Grade 6,42
Bluefield Family of Schools,Central Queens Elementary,2015,Grade 7,0
Bluefield Family of Schools,Central Queens Elementary,2015,Grade 8,0
Bluefield Family of Schools,Central Queens Elementary,2015,Grade 9,0
Bluefield Family of Schools,Central Queens Elementary,2015,Grade 10,0
Bluefield Family of Schools,Central Queens Elementary,2015,Grade 11,0
Bluefield Family of Schools,Central Queens Elementary,2015,Grade 12,0
Charlottetown Rural Family of Schools,Charlottetown Rural High,1999,K,0
Charlottetown Rural Family of Schools,Charlottetown Rural High,1999,Grade 1,0
Charlottetown Rural Family of Schools,Charlottetown Rural High,1999,Grade 2,0
Charlottetown Rural Family of Schools,Charlottetown Rural High,1999,Grade 3,0
Charlottetown Rural Family of Schools,Charlottetown Rural High,1999,Grade 4,0
Charlottetown Rural Family of Schools,Charlottetown Rural High,1999,Grade 5,0
Charlottetown Rural Family of Schools,Charlottetown Rural High,1999,Grade 6,0
Charlottetown Rural Family of Schools,Charlottetown Rural High,1999,Grade 7,0
Charlottetown Rural Family of Schools,Charlottetown Rural High,1999,Grade 8,0
Charlottetown Rural Family of Schools,Charlottetown Rural High,1999,Grade 9,0
Charlottetown Rural Family of Schools,Charlottetown Rural High,1999,Grade 10,324
Charlottetown Rural Family of Schools,Charlottetown Rural High,1999,Grade 11,376
Charlottetown Rural Family of Schools,Charlottetown Rural High,1999,Grade 12,353
Charlottetown Rural Family of Schools,Charlottetown Rural High,2000,K,0
Charlottetown Rural Family of Schools,Charlottetown Rural High,2000,Grade 1,0
Charlottetown Rural Family of Schools,Charlottetown Rural High,2000,Grade 2,0
Charlottetown Rural Family of Schools,Charlottetown Rural High,2000,Grade 3,0
Charlottetown Rural Family of Schools,Charlottetown Rural High,2000,Grade 4,0
Charlottetown Rural Family of Schools,Charlottetown Rural High,2000,Grade 5,0
Charlottetown Rural Family of Schools,Charlottetown Rural High,2000,Grade 6,0
